IP,Latitude,Longitude,PostCode,City,State,Country,Size,Cluster,subCluster
202.153.220.1,-38.6,145.6,3995.0,North Wonthaggi,VIC,AU,17317,3,1.0
202.155.160.1,-28.05,153.35,4213.0,Worongary,QLD,AU,3006,7,2.0
202.158.253.1,-31.9506,115.835,,West Perth,,AU,7309,1,0.0
202.159.176.1,-33.7984,151.2052,2068.0,Willoughby,NSW,AU,5184,2,13.0
202.164.26.1,-33.8642,151.211,,Sydney (30),,AU,1515,2,10.0
202.168.96.1,-35.8122,145.569,2714.0,Tocumwal,NSW,AU,1690,3,2.0
202.168.102.1,-38.4761,145.9469,3953.0,Leongatha,VIC,AU,19313,3,4.0
202.168.110.1,-26.7905,153.14,4551.0,Moffat Beach,QLD,AU,11984,7,7.0
202.168.114.1,-42.8091,147.2448,7011.0,Chigwell,TAS,AU,15454,3,5.0
202.168.118.1,-41.1814,145.9571,7316.0,Camena,TAS,AU,7951,3,1.0
202.168.127.1,-29.7,152.95,2460.0,South Grafton,NSW,AU,13712,7,9.0
202.171.171.1,-35.467,148.1126,,Green Valley,NSW,AU,12680,2,11.0
202.171.238.1,-36.7587,144.284,,Bendigo,VIC,AU,19440,3,12.0
202.173.134.1,-36.5052,148.3076,2625.0,Thredbo,NSW,AU,6502,3,2.0
202.176.15.1,-27.4856,152.99200000000002,,Toowong,QLD,AU,8680,7,1.0
202.182.71.1,-43.3142,147.0149,7117.0,Dover,TAS,AU,16079,3,5.0
202.182.81.1,-37.8167,145.3667,3766.0,Kalorama,VIC,AU,11647,3,8.0
202.182.136.1,-33.7393,151.069,,Pennant Hills (16),,AU,13747,2,21.0
202.191.4.1,-31.9364,115.842,,Leederville,WA,AU,15260,1,0.0
202.191.52.1,-33.7883,151.128,,Macquarie Park,NSW,AU,13712,2,19.0
203.0.1.1,-37.8366,145.166,,Forest Hill (19),,AU,14113,3,11.0
203.0.26.1,-33.8603,151.208,,The Rocks,NSW,AU,7719,2,10.0
203.0.41.1,-37.8135,144.97299999999998,,Melbourne (35),,AU,10472,3,0.0
203.0.80.1,-16.8878,145.696,,Redlynch,QLD,AU,8480,6,1.0
203.0.121.1,-35.343,149.086,,Woden (Penrhyn House),,AU,10838,2,2.0
203.0.129.1,-34.9365,138.66,,Burnside,SA,AU,3527,5,1.0
203.0.155.1,-33.9134,151.247,,Randwick,NSW,AU,10987,2,12.0
203.0.176.1,-34.923,138.60399999999998,,Adelaide (6),,AU,9446,5,0.0
203.0.226.1,-34.4251,150.856,,Figtree,NSW,AU,5083,2,9.0
203.0.228.1,-27.4442,152.993,,Ashgrove,QLD,AU,6033,7,4.0
203.1.19.1,-33.8553,151.16299999999998,,Drummoyne (Birkenhead Point Outlet),,AU,10693,2,1.0
203.1.24.1,-37.9085,145.245,,Rowville,VIC,AU,18844,3,8.0
203.1.48.1,-30.9849,151.5934,2354.0,Walcha,NSW,AU,19506,2,5.0
203.1.69.1,-16.8879,145.696,,Redlynch,QLD,AU,7651,6,1.0
203.1.92.1,-37.0333,141.7333,3409.0,Douglas,VIC,AU,17647,5,4.0
203.1.109.1,-31.9365,115.841,,Leederville,WA,AU,12242,1,0.0
203.1.110.1,-33.7725,151.082,,Epping,NSW,AU,5353,2,19.0
203.1.192.1,-37.8149,145.03799999999998,,Hawthorn,VIC,AU,13191,3,13.0
203.2.50.1,-30.45,153.0167,2454.0,Raleigh,NSW,AU,17740,7,9.0
203.2.96.1,-23.3539,150.52100000000002,,Park Avenue,,AU,1665,0,1.0
203.2.123.1,-28.0731,153.417,,Robina,QLD,AU,1979,7,6.0
203.2.124.1,-34.9206,138.60399999999998,,Adelaide,SA,AU,18152,5,0.0
203.2.144.1,-37.8837,145.006,,Elsternwick,VIC,AU,3838,3,15.0
203.2.149.1,-33.8928,151.204,,Redfern,NSW,AU,2303,2,12.0
203.2.192.1,-33.8232,151.194,,St Leonards,,AU,11114,2,0.0
203.2.199.1,-34.9502,138.607,,Unley,SA,AU,3967,5,0.0
203.2.200.1,-37.5823,144.1093,3345.0,Gordon,VIC,AU,2596,3,7.0
203.2.210.1,-27.7236,152.93200000000002,,Park Edge,,AU,13656,7,8.0
203.2.216.1,-32.931999999999995,151.64,,Glendale,NSW,AU,9705,2,7.0
203.2.239.1,-37.7374,145.004,,Preston,VIC,AU,13318,3,13.0
203.3.92.1,-27.4704,153.029,,Brisbane,QLD,AU,9392,7,0.0
203.3.100.1,-27.4671,153.03,,Brisbane (9),,AU,12462,7,0.0
203.3.104.1,-37.8175,145.121,,Box Hill,VIC,AU,4237,3,11.0
203.3.122.1,-34.0535,150.971,,Lucas Heights,,AU,9289,2,6.0
203.3.130.1,-33.8437,151.21,,Lavender Bay,NSW,AU,16465,2,10.0
203.3.144.1,-37.9124,145.153,,Mulgrave,VIC,AU,10681,3,15.0
203.3.166.1,-32.9124,151.721,,Lambton,,AU,17208,2,7.0
203.3.168.1,-34.1043,141.9165,2648.0,Wentworth,NSW,AU,9427,5,4.0
203.4.229.1,-35.309,149.13299999999998,,Barton,ACT,AU,4340,2,2.0
203.5.0.1,-33.9584,151.1,,Sydney,NSW,AU,2775,2,6.0
203.5.1.1,-37.9212,145.16,,Mulgrave,VIC,AU,2003,3,15.0
203.5.10.1,-27.4657,153.026,,Brisbane,QLD,AU,10849,7,0.0
203.5.13.1,-35.1211,138.523,,Morphett Vale,SA,AU,5114,5,3.0
203.5.16.1,-33.7972,151.09799999999998,,Denistone East,NSW,AU,5437,2,19.0
203.5.19.1,-33.8378,151.207,,North Sydney,,AU,5118,2,0.0
203.5.25.1,-33.45,151.15,2775.0,Spencer,NSW,AU,16644,2,15.0
203.5.26.1,-37.8166,144.96,,Melbourne,VIC,AU,15324,3,6.0
203.5.30.1,-33.6088,150.817,,Windsor,NSW,AU,16464,2,17.0
203.5.45.1,-32.7738,151.601,,Ashtonfield,NSW,AU,1562,2,7.0
203.5.59.1,-33.8676,151.208,,Sydney,NSW,AU,9371,2,14.0
203.5.63.1,-33.556,150.727,,Kurmond,NSW,AU,14803,2,17.0
203.5.107.1,-33.8008,151.18,,Chatswood,NSW,AU,17591,2,0.0
203.5.112.1,-27.4769,153.028,,Brisbane,QLD,AU,15135,7,1.0
203.5.119.1,-42.8396,147.512,,Hobart,TAS,AU,10995,3,5.0
203.5.123.1,-34.7167,149.75,2580.0,Kenmore,NSW,AU,19248,2,16.0
203.5.126.1,-34.9236,138.605,,Adelaide,SA,AU,14691,5,0.0
203.5.127.1,-31.9344,115.872,,Mount Lawley,WA,AU,14508,1,3.0
203.5.144.1,-37.8456,145.046,,Glen Iris,VIC,AU,5616,3,11.0
203.5.183.1,-37.1667,144.1667,3451.0,Guildford,VIC,AU,19278,3,12.0
203.5.194.1,-33.9317,151.185,,Sydney,NSW,AU,5874,2,12.0
203.5.247.1,-37.8213,144.969,,Melbourne,VIC,AU,8057,3,0.0
203.6.76.1,-35.314,149.108,,Deakin,VIC,AU,1522,2,2.0
203.6.135.1,-27.2599,152.0516,4355.0,Crows Nest,QLD,AU,11470,7,10.0
203.6.141.1,-37.8966,145.16299999999998,,Mulgrave (Unit 8),,AU,6797,3,15.0
203.6.216.1,-37.8107,144.97,,Melbourne,VIC,AU,4355,3,0.0
203.7.130.1,-31.9517,115.852,,Perth,WA,AU,17566,1,3.0
203.7.137.1,-31.9156,115.825,,Mt Hawthorn,,AU,18527,1,0.0
203.7.154.1,-33.823,151.194,,St Leonards,,AU,9225,2,0.0
203.7.159.1,-36.2349,149.128,,Cooma,NSW,AU,13810,2,16.0
203.7.172.1,-31.9612,115.873,,East Perth (2),,AU,12011,1,3.0
203.7.198.1,-35.2621,149.132,,Braddon,ACT,AU,16917,2,2.0
203.7.199.1,-33.8408,151.20600000000002,,North Sydney,,AU,13112,2,10.0
203.7.232.1,-37.8318,144.971,,Melbourne,VIC,AU,19418,3,9.0
203.7.236.1,-31.9141,115.932,,Bassendean,WA,AU,8804,1,6.0
203.8.32.1,-37.8171,144.94899999999998,,Docklands,VIC,AU,11668,3,6.0
203.8.68.1,-37.8326,144.969,,South Melbourne (City of Port Phillip),,AU,17463,3,9.0
203.8.71.1,-37.8691,145.063,,Malvern East,VIC,AU,14278,3,15.0
203.8.80.1,-33.8244,151.197,,St Leonards,,AU,19802,2,0.0
203.8.89.1,-30.1721,151.0762,2359.0,Bundarra,NSW,AU,15512,7,9.0
203.8.90.1,-37.862,144.77,,Laverton,VIC,AU,11110,3,10.0
203.8.112.1,-32.039,115.831,,Booragoon,WA,AU,15029,1,5.0
203.8.113.1,-33.7403,151.07,,Pennant Hills,NSW,AU,14566,2,21.0
203.8.120.1,-33.8248,151.19,,Greenwich,NSW,AU,12642,2,0.0
203.8.124.1,-37.811,144.96200000000002,,Melbourne,VIC,AU,13000,3,0.0
203.8.125.1,-37.454,144.2964,3458.0,Blackwood,VIC,AU,13901,3,12.0
203.8.163.1,-34.9253,138.60399999999998,,Adelaide,SA,AU,17800,5,0.0
203.8.164.1,-32.017,115.934,,Cannington,WA,AU,1988,1,6.0
203.8.193.1,-33.8367,151.208,,North Sydney,,AU,13824,2,0.0
203.8.194.1,-27.4565,153.03799999999998,,Fortitude Valley,QLD,AU,5115,7,0.0
203.8.205.1,-33.7968,151.124,,North Ryde,,AU,9317,2,19.0
203.8.206.1,-33.8218,151.195,,St Leonards (14),,AU,1531,2,0.0
203.8.216.1,-31.9002,115.884,,Dianella,WA,AU,17093,1,1.0
203.8.218.1,-35.3245,149.076,,Curtin,ACT,AU,5558,2,2.0
203.8.219.1,-31.9333,115.769,,City Beach,WA,AU,4653,1,0.0
203.8.221.1,-16.9428,145.77200000000002,,Portsmith,,AU,8069,6,1.0
203.8.224.1,-35.3457,149.084,,Phillip (28),,AU,12434,2,2.0
203.9.0.1,-33.8247,151.19799999999998,,St Leonards,,AU,15750,2,0.0
203.9.60.1,-37.9318,145.142,,Springvale,VIC,AU,9428,3,15.0
203.9.64.1,-27.4449,153.042,,Bowen Hills,,AU,10434,7,4.0
203.9.102.1,-37.8413,145.267,,Bayswater,VIC,AU,3200,3,8.0
203.9.152.1,-33.8923,151.187,,Newtown,NSW,AU,16000,2,1.0
203.9.156.1,-35.0209,138.601,,Eden Hills,,AU,11327,5,3.0
203.9.157.1,-38.1646,145.149,,Frankston,,AU,12318,3,14.0
203.9.188.1,-31.9489,115.848,,West Perth,,AU,7554,1,0.0
203.9.192.1,-38.5167,143.7167,3236.0,Forrest,VIC,AU,13088,3,7.0
203.10.0.1,-33.8025,151.21200000000002,,Castlecrag,NSW,AU,16555,2,13.0
203.10.2.1,-38.2314,145.05,,Mornington,VIC,AU,17376,3,14.0
203.10.32.1,-35.3062,149.13299999999998,,Barton,ACT,AU,7737,2,2.0
203.10.57.1,-27.4713,153.005,,Milton,NSW,AU,17731,7,1.0
203.10.60.1,-35.3039,149.095,,Yarralumla,ACT,AU,5308,2,2.0
203.10.64.1,-33.7841,151.12,,Macquarie Park,NSW,AU,5798,2,19.0
203.10.76.1,-35.2383,149.065,,Belconnen,ACT,AU,4941,2,11.0
203.10.77.1,-35.3322,149.167,,Fyshwick,ACT,AU,11095,2,16.0
203.10.78.1,-33.4859,151.325,,Woy Woy,NSW,AU,19433,2,15.0
203.10.79.1,-27.4988,153.011,,St Lucia,,AU,16529,7,1.0
203.10.89.1,-28.0741,153.415,,Gold Coast,QLD,AU,18567,7,6.0
203.10.93.1,-34.929,138.613,,Adelaide,SA,AU,10960,5,0.0
203.10.120.1,-34.3157,115.1592,6290.0,Augusta,WA,AU,7223,1,4.0
203.10.123.1,-33.7746,151.079,,Epping,NSW,AU,8541,2,19.0
203.10.126.1,-37.35,143.9667,3364.0,Kingston,VIC,AU,2425,3,7.0
203.11.64.1,-33.8106,151.135,,East Ryde,,AU,5865,2,19.0
203.11.68.1,-28.6667,153.4,2480.0,Rosebank,NSW,AU,3922,7,6.0
203.11.69.1,-31.9786,115.82,,Crawley,WA,AU,8712,1,0.0
203.11.73.1,-37.7814,144.981,,North Fitzroy,VIC,AU,5219,3,13.0
203.11.80.1,-37.8159,144.965,,Melbourne,VIC,AU,7311,3,0.0
203.11.81.1,-37.899,145.139,,Mount Waverley (7),,AU,13609,3,15.0
203.11.88.1,-31.8885,115.906,,Perth,WA,AU,6713,1,6.0
203.11.90.1,-34.9288,138.591,,Adelaide,SA,AU,5296,5,0.0
203.11.92.1,-33.8371,151.215,,Neutral Bay,NSW,AU,2375,2,10.0
203.11.97.1,-33.8658,151.205,,Sydney,NSW,AU,5687,2,10.0
203.11.108.1,-31.9538,115.853,,Perth (1),,AU,4257,1,3.0
203.11.112.1,-32.8974,151.736,,Mayfield,TAS,AU,14367,2,7.0
203.11.113.1,-32.0634,115.831,,Murdoch,WA,AU,4542,1,5.0
203.11.115.1,-37.8181,144.96200000000002,,Melbourne,VIC,AU,11808,3,6.0
203.11.120.1,-31.8629,115.822,,Balcatta,WA,AU,15692,1,1.0
203.11.127.1,-33.3282,151.42700000000002,,Berkeley Vale,NSW,AU,1409,2,3.0
203.11.144.1,-33.8799,151.208,,Sydney (11),,AU,14684,2,14.0
203.11.168.1,-33.804,151.14600000000002,,Lane Cove,NSW,AU,13507,2,19.0
203.11.187.1,-33.8225,151.195,,St Leonards (60),,AU,16509,2,0.0
203.11.192.1,-37.837,144.974,,Melbourne (2),,AU,11661,3,9.0
203.11.221.1,-37.8573,145.08700000000002,,Glen Iris,VIC,AU,13457,3,11.0
203.11.222.1,-37.8574,145.08700000000002,,Glen Iris,VIC,AU,10264,3,15.0
203.12.0.1,-33.7962,151.27700000000002,,Fairlight,NSW,AU,7139,2,13.0
203.12.22.1,-37.837,145.165,,Forest Hill,VIC,AU,13036,3,11.0
203.12.28.1,-31.4343,152.908,,Port Macquarie,NSW,AU,6143,2,5.0
203.12.38.1,-31.954,115.854,,Perth,WA,AU,16602,1,3.0
203.12.43.1,-32.0515,115.816,,Winthrop,WA,AU,4480,1,5.0
203.12.51.1,-26.0667,152.5833,4570.0,Curra,QLD,AU,2477,7,3.0
203.12.52.1,-37.8332,145.056,,Camberwell,VIC,AU,19771,3,11.0
203.12.54.1,-31.9471,115.853,,Northbridge,WA,AU,14879,1,3.0
203.12.55.1,-42.4333,147.1333,7030.0,Apsley,TAS,AU,14547,3,5.0
203.12.82.1,-36.1396,146.9514,3691.0,Killara,VIC,AU,4235,3,2.0
203.12.112.1,-37.8128,145.08100000000002,,Balwyn,VIC,AU,9551,3,11.0
203.12.113.1,-37.8448,144.98,,Melbourne,VIC,AU,5540,3,9.0
203.12.116.1,-27.4709,153.023,,Brisbane,QLD,AU,18547,7,1.0
203.12.129.1,-33.8232,151.196,,St Leonards,,AU,14632,2,0.0
203.12.131.1,-33.8734,151.213,,Sydney,NSW,AU,7964,2,14.0
203.12.208.1,-31.4365,152.6768,2446.0,Beechwood,NSW,AU,7740,2,5.0
203.12.209.1,-32.0018,115.919,,Bentley,WA,AU,3988,1,6.0
203.12.218.1,-34.4247,150.894,,Wollongong,NSW,AU,10231,2,20.0
203.12.224.1,-31.8094,115.742,,Hillarys,WA,AU,9610,1,1.0
203.12.225.1,-33.8186,151.19299999999998,,St Leonards,,AU,6232,2,0.0
203.12.227.1,-37.7394,145.029,,Preston (W44),,AU,16808,3,13.0
203.12.230.1,-16.8747,145.754,,Cairns,QLD,AU,17158,6,1.0
203.12.234.1,-37.8521,144.981,,Melbourne,VIC,AU,4889,3,9.0
203.12.235.1,-31.938,115.797,,Perth,WA,AU,19423,1,0.0
203.12.251.1,-31.9556,115.856,,Perth,WA,AU,10425,1,3.0
203.13.16.1,-31.8671,116.041,,Stratton,WA,AU,7707,1,6.0
203.13.47.1,-37.8722,144.999,,St Kilda East,,AU,12379,3,9.0
203.13.48.1,-35.3254,149.083,,Curtin,ACT,AU,13139,2,2.0
203.13.73.1,-19.2719,146.791,,Hyde Park (14),,AU,2756,6,0.0
203.13.76.1,-38.3497,144.9281,3938.0,McCrae,VIC,AU,9431,3,10.0
203.13.90.1,-25.1,152.55,4660.0,Woodgate,QLD,AU,12967,0,0.0
203.13.164.1,-31.9504,115.861,,Perth,WA,AU,14357,1,3.0
203.13.165.1,-38.1034,145.15,,Seaford,VIC,AU,5355,3,14.0
203.13.223.1,-33.8452,151.21,,Milsons Point (1),,AU,6676,2,10.0
203.13.228.1,-31.9497,115.844,,West Perth,,AU,18740,1,0.0
203.13.238.1,-26.9167,120.7667,,Ives,WA,AU,11423,1,2.0
203.14.29.1,-33.8725,151.219,,Woolloomooloo,NSW,AU,19251,2,14.0
203.14.39.1,-33.8688,151.20600000000002,,Sydney (9),,AU,9930,2,14.0
203.14.48.1,-33.8234,151.19299999999998,,St Leonards,,AU,3872,2,0.0
203.14.50.1,-33.7632,151.268,,Brookvale,NSW,AU,4668,2,13.0
203.14.55.1,-31.9549,115.856,,Perth (16th),,AU,15388,1,3.0
203.14.58.1,-33.7942,150.997,,Northmead (3b),,AU,1634,2,21.0
203.14.98.1,-37.9719,145.2,,Dandenong,,AU,13897,3,14.0
203.14.100.1,-17.3724,145.379,,Moomin,,AU,18645,6,1.0
203.14.120.1,-16.9182,145.75,,Manunda,QLD,AU,5257,6,1.0
203.14.160.1,-37.5381,143.821,,Wendouree,VIC,AU,19584,3,7.0
203.14.165.1,-37.8506,144.98,,Melbourne,VIC,AU,6683,3,9.0
203.14.198.1,-31.8992,115.809,,Osborne Park,,AU,4398,1,1.0
203.14.210.1,-33.9268,150.858,,Hoxton Park,NSW,AU,12383,2,4.0
203.14.230.1,-35.2807,149.128,,Canberra,ACT,AU,4280,2,2.0
203.14.245.1,-33.8918,151.17600000000002,,Sydney,NSW,AU,14811,2,1.0
203.15.92.1,-32.5361,115.742,,Mandurah,WA,AU,17215,1,4.0
203.15.93.1,-34.9063,138.594,,North Adelaide,,AU,11986,5,5.0
203.15.95.1,-33.8211,151.122,,Gladesville,NSW,AU,18271,2,19.0
203.15.106.1,-34.9274,138.626,,Norwood,NSW,AU,17517,5,0.0
203.15.111.1,-37.7269,144.91299999999998,,Moonee Valley,,AU,12349,3,3.0
203.15.138.1,-32.0195,115.939,,Cannington,WA,AU,14696,1,6.0
203.15.141.1,-30.7825,121.463,,Boulder,WA,AU,13878,1,2.0
203.15.155.1,-33.7797,151.126,,Macquarie Park,NSW,AU,17603,2,19.0
203.15.175.1,-37.9455,145.078,,Moorabbin,VIC,AU,9055,3,15.0
203.15.245.1,-31.942,115.841,,West Leederville,,AU,8553,1,0.0
203.15.249.1,-37.8109,144.958,,Melbourne,VIC,AU,4061,3,0.0
203.15.250.1,-34.9454,138.524,,Adelaide,SA,AU,14899,5,5.0
203.15.254.1,-37.7947,145.132,,Doncaster,VIC,AU,7000,3,11.0
203.16.26.1,-27.5372,153.078,,Mount Gravatt,QLD,AU,12422,7,5.0
203.16.36.1,-33.8071,151.148,,Lane Cove West (6),,AU,19161,2,19.0
203.16.37.1,-37.7425,145.096,,Viewbank,VIC,AU,1719,3,13.0
203.16.39.1,-33.9633,151.134,,Kogarah,NSW,AU,14063,2,6.0
203.16.52.1,-37.8142,144.974,,Melbourne (5),,AU,1219,3,0.0
203.16.59.1,-27.5406,152.805,,Mt Crosby,,AU,8275,7,8.0
203.16.64.1,-33.7948,151.179,,Chatswood,NSW,AU,19147,2,13.0
203.16.132.1,-36.0776,143.2271,3527.0,Wycheproof,VIC,AU,3092,3,7.0
203.16.135.1,-35.9207,145.6407,3643.0,Cobram,VIC,AU,16022,3,2.0
203.16.174.1,-33.6944,151.30200000000002,,Warriewood,NSW,AU,18383,2,15.0
203.16.175.1,-42.843,147.30200000000002,,Moonah,TAS,AU,2142,3,5.0
203.16.226.1,-36.7598,144.31,,Strathdale (172),,AU,14258,3,12.0
203.16.227.1,-36.7555,144.284,,Bendigo,VIC,AU,6030,3,12.0
203.16.237.1,-33.8372,151.219,,Neutral Bay,NSW,AU,16994,2,10.0
203.17.4.1,-27.7456,153.218,,Yatala,QLD,AU,6287,7,2.0
203.17.5.1,-33.8829,151.197,,Ultimo (1),,AU,18192,2,1.0
203.17.12.1,-28.65,148.8667,4497.0,Thallon,QLD,AU,17073,7,10.0
203.17.14.1,-33.9056,151.207,,Zetland,NSW,AU,7440,2,12.0
203.17.19.1,-29.5667,151.8333,2370.0,Dundee,NSW,AU,7976,7,9.0
203.17.24.1,-33.8261,151.19899999999998,,Crows Nest,NSW,AU,2965,2,0.0
203.17.26.1,-33.7864,151.128,,Macquarie Park,NSW,AU,5337,2,19.0
203.17.30.1,-37.915,144.636,,Werribee,VIC,AU,4969,3,10.0
203.17.38.1,-27.4679,153.047,,New Farm,QLD,AU,19844,7,0.0
203.17.52.1,-34.425,150.893,,Wollongong,NSW,AU,17601,2,9.0
203.17.53.1,-37.8058,145.136,,Box Hill North,,AU,18217,3,11.0
203.17.55.1,-37.8148,145.127,,Box Hill,VIC,AU,1930,3,11.0
203.17.57.1,-17.2683,145.475,,Atherton,QLD,AU,18335,6,1.0
203.17.58.1,-37.8321,144.937,,Port Melbourne,,AU,13467,3,6.0
203.17.64.1,-34.9299,138.589,,Adelaide,SA,AU,18835,5,0.0
203.17.114.1,-37.7874,145.123,,Doncaster,VIC,AU,16048,3,11.0
203.17.118.1,-28.012,153.405,,Bundall,QLD,AU,7564,7,2.0
203.17.119.1,-33.8832,151.196,,Ultimo,NSW,AU,7795,2,1.0
203.17.121.1,-31.8617,116.038,,Stratton,WA,AU,11587,1,6.0
203.17.126.1,-37.8018,144.955,,North Melbourne (20),,AU,9515,3,0.0
203.17.152.1,-27.7573,153.201,,Yatala,QLD,AU,19426,7,2.0
203.17.184.1,-42.8855,147.325,,Hobart,TAS,AU,8507,3,5.0
203.17.185.1,-33.8715,151.204,,Sydney (Tower 1),,AU,16280,2,14.0
203.17.193.1,-34.9276,138.602,,Adelaide,SA,AU,12720,5,0.0
203.17.225.1,-34.9247,138.608,,Adelaide (2),,AU,2418,5,0.0
203.17.232.1,-34.9419,138.641,,Glenside,SA,AU,8160,5,0.0
203.17.234.1,-36.05,146.933,,Lavington,NSW,AU,13692,3,2.0
203.17.238.1,-37.8514,144.981,,Melbourne,VIC,AU,14601,3,9.0
203.17.254.1,-33.9016,151.203,,Waterloo,NSW,AU,7082,2,12.0
203.18.12.1,-33.8724,151.248,,Double Bay,NSW,AU,10952,2,12.0
203.18.14.1,-27.4157,153.056,,Clayfield,QLD,AU,15851,7,4.0
203.18.22.1,-33.8764,151.208,,Sydney,NSW,AU,2099,2,14.0
203.18.27.1,-33.7441,151.141,,Pymble,NSW,AU,18646,2,19.0
203.18.36.1,-31.907,115.877,,Dianella,WA,AU,17019,1,1.0
203.18.38.1,-33.8251,151.204,,Crows Nest,NSW,AU,14533,2,0.0
203.18.53.1,-37.3492,144.537,,Woodend,VIC,AU,14328,3,12.0
203.18.54.1,-33.8595,151.22899999999998,,Potts Point,NSW,AU,3922,2,10.0
203.18.56.1,-37.8383,144.974,,Melbourne,VIC,AU,6125,3,9.0
203.18.64.1,-37.7664,145.02700000000002,,Fairfield,VIC,AU,18338,3,13.0
203.18.78.1,-37.7974,144.97,,Carlton,VIC,AU,2045,3,0.0
203.18.79.1,-33.7571,151.216,,Forestville,NSW,AU,1671,2,13.0
203.18.82.1,-27.4735,153.067,,Morningside,QLD,AU,4158,7,0.0
203.18.86.1,-37.8385,144.976,,Melbourne (5),,AU,14545,3,9.0
203.18.94.1,-27.4994,153.04399999999998,,Greenslopes,QLD,AU,13121,7,1.0
203.18.95.1,-32.0694,115.891,,Canning Vale (2),,AU,9558,1,5.0
203.18.102.1,-33.7897,151.128,,Sydney,NSW,AU,16771,2,19.0
203.18.128.1,-34.9229,138.607,,Adelaide,SA,AU,2481,5,0.0
203.18.130.1,-34.9314,138.61,,Adelaide,SA,AU,19883,5,0.0
203.18.134.1,-27.4248,153.056,,Clayfield,QLD,AU,3886,7,4.0
203.18.138.1,-32.0426,115.9,,Willetton,WA,AU,1707,1,5.0
203.18.143.1,-34.4279,150.891,,Wollongong,NSW,AU,11192,2,9.0
203.18.146.1,-33.8398,151.208,,North Sydney,,AU,8479,2,10.0
203.18.148.1,-33.8161,151.091,,Meadowbank,NSW,AU,4674,2,18.0
203.18.151.1,-33.9017,151.2,,Alexandria,NSW,AU,10765,2,12.0
203.18.155.1,-38.228,145.062,,Mornington,VIC,AU,13818,3,14.0
203.18.160.1,-33.829,151.216,,Neutral Bay,NSW,AU,1576,2,0.0
203.18.162.1,-33.8803,151.208,,Haymarket,,AU,9544,2,14.0
203.18.174.1,-37.7761,145.118,,Doncaster,VIC,AU,15082,3,11.0
203.18.197.1,-31.9224,115.84,,Mount Hawthorn,,AU,10228,1,0.0
203.18.232.1,-37.7,143.65,3351.0,Newtown,VIC,AU,11180,3,7.0
203.18.242.1,-37.8114,145.012,,Abbotsford (11),,AU,5517,3,13.0
203.18.245.1,-34.9258,138.6,,Adelaide,SA,AU,19880,5,0.0
203.19.0.1,-35.243,149.093,,Bruce,SA,AU,12199,2,2.0
203.19.5.1,-33.8723,151.205,,Sydney (9),,AU,17724,2,14.0
203.19.12.1,-32.2477,115.813,,Kwinana,WA,AU,6621,1,4.0
203.19.14.1,-35.431,149.101,,Isabella Plains,,AU,9167,2,16.0
203.19.16.1,-31.9552,115.854,,Perth (7),,AU,19278,1,3.0
203.19.48.1,-33.789,151.171,,Roseville,NSW,AU,19295,2,13.0
203.19.50.1,-33.8648,151.208,,Sydney,NSW,AU,16673,2,10.0
203.19.52.1,-33.8925,151.202,,Redfern,NSW,AU,14520,2,12.0
203.19.62.1,-35.2511,149.14,,Dickson,ACT,AU,10293,2,2.0
203.19.74.1,-37.8441,145.043,,Hawthorn East,,AU,6995,3,11.0
203.19.75.1,-37.8066,144.952,,West Melbourne,,AU,9878,3,6.0
203.19.77.1,-34.9229,138.602,,Adelaide,SA,AU,3605,5,0.0
203.19.89.1,-32.8333,151.7333,2322.0,Tomago,NSW,AU,5202,2,7.0
203.19.103.1,-27.5437,153.026,,Salisbury,SA,AU,8376,7,1.0
203.19.106.1,-35.2745,149.131,,Braddon (4),,AU,5925,2,2.0
203.19.107.1,-34.9932,138.547,,Morphettville,SA,AU,17723,5,3.0
203.19.110.1,-31.9792,115.803,,Nedlands,WA,AU,6905,1,0.0
203.19.130.1,-33.8031,151.149,,Lane Cove North,,AU,10602,2,19.0
203.19.136.1,-37.8982,145.219,,Scoresby,VIC,AU,15862,3,8.0
203.19.145.1,-34.9356,138.6,,Adelaide,SA,AU,14244,5,0.0
203.19.157.1,-33.8402,151.089,,Sydney,NSW,AU,18935,2,18.0
203.19.159.1,-33.8791,151.197,,Ultimo,NSW,AU,8835,2,1.0
203.19.188.1,-35.2987,149.127,,Parkes,NSW,AU,12181,2,2.0
203.19.190.1,-27.4574,153.034,,Fortitude Valley,QLD,AU,1360,7,0.0
203.19.192.1,-35.3134,149.13,,Forrest,WA,AU,5871,2,2.0
203.19.214.1,-33.9166,151.055,,Punchbowl,NSW,AU,19927,2,18.0
203.19.253.1,-31.9187,115.889,,Inglewood,SA,AU,7223,1,3.0
203.19.254.1,-33.8711,151.135,,Five Dock,NSW,AU,6073,2,1.0
203.20.51.1,-27.4763,153.001,,Auchenflower,QLD,AU,5797,7,1.0
203.20.52.1,-33.7649,151.263,,Brookvale (6),,AU,6033,2,13.0
203.20.56.1,-33.8222,151.195,,St Leonards,,AU,17151,2,0.0
203.20.60.1,-34.9272,138.6,,Adelaide,SA,AU,2994,5,0.0
203.20.62.1,-35.2752,149.13299999999998,,Braddon,ACT,AU,10371,2,2.0
203.20.64.1,-33.9671,151.1,,Sydney,NSW,AU,19903,2,6.0
203.20.68.1,-34.875,138.593,,Prospect,SA,AU,1612,5,5.0
203.20.81.1,-27.5009,152.982,,Brisbane,QLD,AU,1516,7,1.0
