IP,Latitude,Longitude,PostCode,City,State,Country,Size
203.11.68.1,-28.6667,153.4,2480.0,Rosebank,NSW,AU,3922
203.11.69.1,-31.9786,115.82,,Crawley,WA,AU,8712
203.11.73.1,-37.7814,144.981,,North Fitzroy,VIC,AU,5219
203.11.80.1,-37.8159,144.965,,Melbourne,VIC,AU,7311
203.11.81.1,-37.899,145.139,,Mount Waverley (7),,AU,13609
203.11.88.1,-31.8885,115.906,,Perth,WA,AU,6713
203.11.90.1,-34.9288,138.591,,Adelaide,SA,AU,5296
203.11.92.1,-33.8371,151.215,,Neutral Bay,NSW,AU,2375
203.11.97.1,-33.8658,151.205,,Sydney,NSW,AU,5687
203.11.108.1,-31.9538,115.853,,Perth (1),,AU,4257
203.11.112.1,-32.8974,151.736,,Mayfield,TAS,AU,14367
203.11.113.1,-32.0634,115.831,,Murdoch,WA,AU,4542
203.11.115.1,-37.8181,144.96200000000002,,Melbourne,VIC,AU,11808
203.11.120.1,-31.8629,115.822,,Balcatta,WA,AU,15692
203.11.127.1,-33.3282,151.42700000000002,,Berkeley Vale,NSW,AU,1409
203.11.144.1,-33.8799,151.208,,Sydney (11),,AU,14684
203.11.168.1,-33.804,151.14600000000002,,Lane Cove,NSW,AU,13507
203.11.187.1,-33.8225,151.195,,St Leonards (60),,AU,16509
203.11.192.1,-37.837,144.974,,Melbourne (2),,AU,11661
203.11.221.1,-37.8573,145.08700000000002,,Glen Iris,VIC,AU,13457
203.11.222.1,-37.8574,145.08700000000002,,Glen Iris,VIC,AU,10264
203.12.0.1,-33.7962,151.27700000000002,,Fairlight,NSW,AU,7139
203.12.22.1,-37.837,145.165,,Forest Hill,VIC,AU,13036
203.12.28.1,-31.4343,152.908,,Port Macquarie,NSW,AU,6143
203.12.38.1,-31.954,115.854,,Perth,WA,AU,16602
203.12.43.1,-32.0515,115.816,,Winthrop,WA,AU,4480
203.12.51.1,-26.0667,152.5833,4570.0,Curra,QLD,AU,2477
203.12.52.1,-37.8332,145.056,,Camberwell,VIC,AU,19771
203.12.54.1,-31.9471,115.853,,Northbridge,WA,AU,14879
203.12.55.1,-42.4333,147.1333,7030.0,Apsley,TAS,AU,14547
203.12.82.1,-36.1396,146.9514,3691.0,Killara,VIC,AU,4235
203.12.112.1,-37.8128,145.08100000000002,,Balwyn,VIC,AU,9551
203.12.113.1,-37.8448,144.98,,Melbourne,VIC,AU,5540
203.12.116.1,-27.4709,153.023,,Brisbane,QLD,AU,18547
203.12.129.1,-33.8232,151.196,,St Leonards,,AU,14632
203.12.131.1,-33.8734,151.213,,Sydney,NSW,AU,7964
203.12.208.1,-31.4365,152.6768,2446.0,Beechwood,NSW,AU,7740
203.12.209.1,-32.0018,115.919,,Bentley,WA,AU,3988
203.12.218.1,-34.4247,150.894,,Wollongong,NSW,AU,10231
203.12.224.1,-31.8094,115.742,,Hillarys,WA,AU,9610
203.12.225.1,-33.8186,151.19299999999998,,St Leonards,,AU,6232
203.12.227.1,-37.7394,145.029,,Preston (W44),,AU,16808
203.12.230.1,-16.8747,145.754,,Cairns,QLD,AU,17158
203.12.234.1,-37.8521,144.981,,Melbourne,VIC,AU,4889
203.12.235.1,-31.938,115.797,,Perth,WA,AU,19423
203.12.251.1,-31.9556,115.856,,Perth,WA,AU,10425
203.13.16.1,-31.8671,116.041,,Stratton,WA,AU,7707
203.13.47.1,-37.8722,144.999,,St Kilda East,,AU,12379
203.13.48.1,-35.3254,149.083,,Curtin,ACT,AU,13139
203.13.73.1,-19.2719,146.791,,Hyde Park (14),,AU,2756
203.13.76.1,-38.3497,144.9281,3938.0,McCrae,VIC,AU,9431
203.13.90.1,-25.1,152.55,4660.0,Woodgate,QLD,AU,12967
203.13.164.1,-31.9504,115.861,,Perth,WA,AU,14357
203.13.165.1,-38.1034,145.15,,Seaford,VIC,AU,5355
203.13.223.1,-33.8452,151.21,,Milsons Point (1),,AU,6676
203.13.228.1,-31.9497,115.844,,West Perth,,AU,18740
203.13.238.1,-26.9167,120.7667,,Ives,WA,AU,11423
203.14.29.1,-33.8725,151.219,,Woolloomooloo,NSW,AU,19251
203.14.39.1,-33.8688,151.20600000000002,,Sydney (9),,AU,9930
203.14.48.1,-33.8234,151.19299999999998,,St Leonards,,AU,3872
203.14.50.1,-33.7632,151.268,,Brookvale,NSW,AU,4668
203.14.55.1,-31.9549,115.856,,Perth (16th),,AU,15388
203.14.58.1,-33.7942,150.997,,Northmead (3b),,AU,1634
203.14.98.1,-37.9719,145.2,,Dandenong,,AU,13897
203.14.100.1,-17.3724,145.379,,Moomin,,AU,18645
203.14.120.1,-16.9182,145.75,,Manunda,QLD,AU,5257
203.14.160.1,-37.5381,143.821,,Wendouree,VIC,AU,19584
203.14.165.1,-37.8506,144.98,,Melbourne,VIC,AU,6683
203.14.198.1,-31.8992,115.809,,Osborne Park,,AU,4398
203.14.210.1,-33.9268,150.858,,Hoxton Park,NSW,AU,12383
203.14.230.1,-35.2807,149.128,,Canberra,ACT,AU,4280
203.14.245.1,-33.8918,151.17600000000002,,Sydney,NSW,AU,14811
203.15.92.1,-32.5361,115.742,,Mandurah,WA,AU,17215
203.15.93.1,-34.9063,138.594,,North Adelaide,,AU,11986
203.15.95.1,-33.8211,151.122,,Gladesville,NSW,AU,18271
203.15.106.1,-34.9274,138.626,,Norwood,NSW,AU,17517
203.15.111.1,-37.7269,144.91299999999998,,Moonee Valley,,AU,12349
203.15.138.1,-32.0195,115.939,,Cannington,WA,AU,14696
203.15.141.1,-30.7825,121.463,,Boulder,WA,AU,13878
203.15.155.1,-33.7797,151.126,,Macquarie Park,NSW,AU,17603
203.15.175.1,-37.9455,145.078,,Moorabbin,VIC,AU,9055
203.15.245.1,-31.942,115.841,,West Leederville,,AU,8553
203.15.249.1,-37.8109,144.958,,Melbourne,VIC,AU,4061
203.15.250.1,-34.9454,138.524,,Adelaide,SA,AU,14899
203.15.254.1,-37.7947,145.132,,Doncaster,VIC,AU,7000
203.16.26.1,-27.5372,153.078,,Mount Gravatt,QLD,AU,12422
203.16.36.1,-33.8071,151.148,,Lane Cove West (6),,AU,19161
203.16.37.1,-37.7425,145.096,,Viewbank,VIC,AU,1719
203.16.39.1,-33.9633,151.134,,Kogarah,NSW,AU,14063
203.16.52.1,-37.8142,144.974,,Melbourne (5),,AU,1219
203.16.59.1,-27.5406,152.805,,Mt Crosby,,AU,8275
203.16.64.1,-33.7948,151.179,,Chatswood,NSW,AU,19147
203.16.132.1,-36.0776,143.2271,3527.0,Wycheproof,VIC,AU,3092
203.16.135.1,-35.9207,145.6407,3643.0,Cobram,VIC,AU,16022
203.16.174.1,-33.6944,151.30200000000002,,Warriewood,NSW,AU,18383
203.16.175.1,-42.843,147.30200000000002,,Moonah,TAS,AU,2142
203.16.226.1,-36.7598,144.31,,Strathdale (172),,AU,14258
203.16.227.1,-36.7555,144.284,,Bendigo,VIC,AU,6030
203.16.237.1,-33.8372,151.219,,Neutral Bay,NSW,AU,16994
203.17.4.1,-27.7456,153.218,,Yatala,QLD,AU,6287
203.17.5.1,-33.8829,151.197,,Ultimo (1),,AU,18192
203.17.12.1,-28.65,148.8667,4497.0,Thallon,QLD,AU,17073
203.17.14.1,-33.9056,151.207,,Zetland,NSW,AU,7440
203.17.19.1,-29.5667,151.8333,2370.0,Dundee,NSW,AU,7976
203.17.24.1,-33.8261,151.19899999999998,,Crows Nest,NSW,AU,2965
203.17.26.1,-33.7864,151.128,,Macquarie Park,NSW,AU,5337
203.17.30.1,-37.915,144.636,,Werribee,VIC,AU,4969
203.17.38.1,-27.4679,153.047,,New Farm,QLD,AU,19844
203.17.52.1,-34.425,150.893,,Wollongong,NSW,AU,17601
203.17.53.1,-37.8058,145.136,,Box Hill North,,AU,18217
203.17.55.1,-37.8148,145.127,,Box Hill,VIC,AU,1930
203.17.57.1,-17.2683,145.475,,Atherton,QLD,AU,18335
203.17.58.1,-37.8321,144.937,,Port Melbourne,,AU,13467
203.17.64.1,-34.9299,138.589,,Adelaide,SA,AU,18835
203.17.114.1,-37.7874,145.123,,Doncaster,VIC,AU,16048
203.17.118.1,-28.012,153.405,,Bundall,QLD,AU,7564
203.17.119.1,-33.8832,151.196,,Ultimo,NSW,AU,7795
203.17.121.1,-31.8617,116.038,,Stratton,WA,AU,11587
203.17.126.1,-37.8018,144.955,,North Melbourne (20),,AU,9515
203.17.152.1,-27.7573,153.201,,Yatala,QLD,AU,19426
203.17.184.1,-42.8855,147.325,,Hobart,TAS,AU,8507
203.17.185.1,-33.8715,151.204,,Sydney (Tower 1),,AU,16280
203.17.193.1,-34.9276,138.602,,Adelaide,SA,AU,12720
203.17.225.1,-34.9247,138.608,,Adelaide (2),,AU,2418
203.17.232.1,-34.9419,138.641,,Glenside,SA,AU,8160
203.17.234.1,-36.05,146.933,,Lavington,NSW,AU,13692
203.17.238.1,-37.8514,144.981,,Melbourne,VIC,AU,14601
203.17.254.1,-33.9016,151.203,,Waterloo,NSW,AU,7082
203.18.12.1,-33.8724,151.248,,Double Bay,NSW,AU,10952
203.18.14.1,-27.4157,153.056,,Clayfield,QLD,AU,15851
203.18.22.1,-33.8764,151.208,,Sydney,NSW,AU,2099
203.18.27.1,-33.7441,151.141,,Pymble,NSW,AU,18646
203.18.36.1,-31.907,115.877,,Dianella,WA,AU,17019
203.18.38.1,-33.8251,151.204,,Crows Nest,NSW,AU,14533
203.18.53.1,-37.3492,144.537,,Woodend,VIC,AU,14328
203.18.54.1,-33.8595,151.22899999999998,,Potts Point,NSW,AU,3922
203.18.56.1,-37.8383,144.974,,Melbourne,VIC,AU,6125
203.18.64.1,-37.7664,145.02700000000002,,Fairfield,VIC,AU,18338
203.18.78.1,-37.7974,144.97,,Carlton,VIC,AU,2045
203.18.79.1,-33.7571,151.216,,Forestville,NSW,AU,1671
203.18.82.1,-27.4735,153.067,,Morningside,QLD,AU,4158
203.18.86.1,-37.8385,144.976,,Melbourne (5),,AU,14545
203.18.94.1,-27.4994,153.04399999999998,,Greenslopes,QLD,AU,13121
203.18.95.1,-32.0694,115.891,,Canning Vale (2),,AU,9558
203.18.102.1,-33.7897,151.128,,Sydney,NSW,AU,16771
203.18.128.1,-34.9229,138.607,,Adelaide,SA,AU,2481
203.18.130.1,-34.9314,138.61,,Adelaide,SA,AU,19883
203.18.134.1,-27.4248,153.056,,Clayfield,QLD,AU,3886
203.18.138.1,-32.0426,115.9,,Willetton,WA,AU,1707
203.18.143.1,-34.4279,150.891,,Wollongong,NSW,AU,11192
203.18.146.1,-33.8398,151.208,,North Sydney,,AU,8479
203.18.148.1,-33.8161,151.091,,Meadowbank,NSW,AU,4674
203.18.151.1,-33.9017,151.2,,Alexandria,NSW,AU,10765
203.18.155.1,-38.228,145.062,,Mornington,VIC,AU,13818
203.18.160.1,-33.829,151.216,,Neutral Bay,NSW,AU,1576
203.18.162.1,-33.8803,151.208,,Haymarket,,AU,9544
203.18.174.1,-37.7761,145.118,,Doncaster,VIC,AU,15082
203.18.197.1,-31.9224,115.84,,Mount Hawthorn,,AU,10228
203.18.232.1,-37.7,143.65,3351.0,Newtown,VIC,AU,11180
203.18.242.1,-37.8114,145.012,,Abbotsford (11),,AU,5517
203.18.245.1,-34.9258,138.6,,Adelaide,SA,AU,19880
203.19.0.1,-35.243,149.093,,Bruce,SA,AU,12199
203.19.5.1,-33.8723,151.205,,Sydney (9),,AU,17724
203.19.12.1,-32.2477,115.813,,Kwinana,WA,AU,6621
203.19.14.1,-35.431,149.101,,Isabella Plains,,AU,9167
203.19.16.1,-31.9552,115.854,,Perth (7),,AU,19278
203.19.48.1,-33.789,151.171,,Roseville,NSW,AU,19295
203.19.50.1,-33.8648,151.208,,Sydney,NSW,AU,16673
203.19.52.1,-33.8925,151.202,,Redfern,NSW,AU,14520
203.19.62.1,-35.2511,149.14,,Dickson,ACT,AU,10293
203.19.74.1,-37.8441,145.043,,Hawthorn East,,AU,6995
203.19.75.1,-37.8066,144.952,,West Melbourne,,AU,9878
203.19.77.1,-34.9229,138.602,,Adelaide,SA,AU,3605
203.19.89.1,-32.8333,151.7333,2322.0,Tomago,NSW,AU,5202
203.19.103.1,-27.5437,153.026,,Salisbury,SA,AU,8376
203.19.106.1,-35.2745,149.131,,Braddon (4),,AU,5925
203.19.107.1,-34.9932,138.547,,Morphettville,SA,AU,17723
203.19.110.1,-31.9792,115.803,,Nedlands,WA,AU,6905
203.19.130.1,-33.8031,151.149,,Lane Cove North,,AU,10602
203.19.136.1,-37.8982,145.219,,Scoresby,VIC,AU,15862
203.19.145.1,-34.9356,138.6,,Adelaide,SA,AU,14244
203.19.157.1,-33.8402,151.089,,Sydney,NSW,AU,18935
203.19.159.1,-33.8791,151.197,,Ultimo,NSW,AU,8835
203.19.188.1,-35.2987,149.127,,Parkes,NSW,AU,12181
203.19.190.1,-27.4574,153.034,,Fortitude Valley,QLD,AU,1360
203.19.192.1,-35.3134,149.13,,Forrest,WA,AU,5871
203.19.214.1,-33.9166,151.055,,Punchbowl,NSW,AU,19927
203.19.253.1,-31.9187,115.889,,Inglewood,SA,AU,7223
203.19.254.1,-33.8711,151.135,,Five Dock,NSW,AU,6073
203.20.51.1,-27.4763,153.001,,Auchenflower,QLD,AU,5797
203.20.52.1,-33.7649,151.263,,Brookvale (6),,AU,6033
203.20.56.1,-33.8222,151.195,,St Leonards,,AU,17151
203.20.60.1,-34.9272,138.6,,Adelaide,SA,AU,2994
203.20.62.1,-35.2752,149.13299999999998,,Braddon,ACT,AU,10371
203.20.64.1,-33.9671,151.1,,Sydney,NSW,AU,19903
203.20.68.1,-34.875,138.593,,Prospect,SA,AU,1612
203.20.81.1,-27.5009,152.982,,Brisbane,QLD,AU,1516
203.20.87.1,-37.9474,145.012,,Sandringham,VIC,AU,6317
203.20.88.1,-37.189,144.3822,3446.0,Malmsbury,VIC,AU,7340
203.20.95.1,-33.8223,151.19799999999998,,St Leonards,,AU,14351
203.20.96.1,-35.3213,149.14700000000002,,Canberra,ACT,AU,12718
203.20.98.1,-33.8232,151.19799999999998,,St Leonards,,AU,12903
203.20.99.1,-37.8009,144.966,,Carlton,VIC,AU,13121
203.20.100.1,-33.8673,151.22299999999998,,Sydney,NSW,AU,6518
203.20.108.1,-27.4699,153.02700000000002,,Brisbane,QLD,AU,4550
203.20.112.1,-27.5895,153.02700000000002,,Acacia Ridge,QLD,AU,6064
203.20.116.1,-31.9641,115.991,,Forrestfield,WA,AU,12497
203.20.124.1,-30.2667,152.0167,2350.0,Aberfoyle,NSW,AU,9211
203.20.149.1,-34.1845,142.166,,Mildura,VIC,AU,18099
203.20.226.1,-35.0013,138.705,,Stirling,SA,AU,13664
203.20.239.1,-31.9485,115.927,,Belmont,VIC,AU,6652
203.20.240.1,-31.9218,115.886,,Inglewood,SA,AU,8855
203.20.246.1,-34.9223,138.596,,Adelaide,SA,AU,1111
203.21.3.1,-37.8553,145.151,,Burwood East,,AU,13078
203.21.5.1,-37.8368,144.959,,South Melbourne,,AU,13465
203.21.11.1,-35.0099,138.626,,Glenalta,SA,AU,6528
203.21.16.1,-33.716,151.09799999999998,,Hornsby,NSW,AU,7241
203.21.23.1,-38.0,143.05,3271.0,Darlington,VIC,AU,2864
203.21.39.1,-27.5366,153.266,,Cleveland,QLD,AU,17032
203.21.46.1,-36.7733,144.36,,Junortoun,VIC,AU,1069
203.21.69.1,-33.7947,151.183,,Chatswood,NSW,AU,9848
203.21.79.1,-37.8634,145.079,,Ashburton,VIC,AU,13965
203.21.86.1,-37.7348,144.991,,Preston,VIC,AU,11198
203.21.94.1,-33.9389,151.096,,Kingsgrove,NSW,AU,7842
203.21.100.1,-34.9318,138.59,,Adelaide,SA,AU,1344
203.21.109.1,-33.798,151.179,,Chatswood,NSW,AU,5720
203.21.128.1,-27.4495,153.04,,Bowen Hills,,AU,5930
203.21.138.1,-31.8749,115.828,,Balcatta,WA,AU,11983
203.21.147.1,-35.4022,149.114,,Fadden,ACT,AU,5573
203.21.161.1,-33.7956,151.179,,Chatswood (6),,AU,6120
203.21.192.1,-28.7667,153.1167,2480.0,Bentley,NSW,AU,1232
203.21.204.1,-33.7846,151.17700000000002,,Roseville,NSW,AU,5954
203.21.207.1,-33.8402,151.207,,North Sydney,,AU,10852
203.21.224.1,-33.7859,151.129,,Macquarie Park,NSW,AU,8395
203.22.0.1,-28.0772,153.388,,Robina,QLD,AU,9081
203.22.20.1,-33.7801,151.153,,Lindfield,NSW,AU,7954
203.22.21.1,-33.6365,151.013,,Middle Dural,,AU,9251
203.22.22.1,-37.8412,145.01,,Toorak,VIC,AU,7543
203.22.23.1,-42.8819,147.329,,Hobart,TAS,AU,7490
203.22.27.1,-35.1187,139.27700000000002,,Murray Bridge,SA,AU,9649
203.22.72.1,-34.0125,151.125,,Taren Point,NSW,AU,12086
203.22.75.1,-34.9747,138.593,,Westbourne Park,SA,AU,19816
203.22.77.1,-31.9509,115.836,,West Perth,,AU,19381
203.22.80.1,-27.4727,153.028,,Brisbane,QLD,AU,19059
203.22.107.1,-33.7882,151.128,,Macquarie Park (3),,AU,5477
203.22.128.1,-33.751,151.226,,Frenchs Forest,,AU,9248
203.22.130.1,-37.8383,145.033,,Kooyong,VIC,AU,19975
203.22.132.1,-38.1631,145.931,,Warragul,VIC,AU,18402
203.22.133.1,-37.8534,145.144,,Whitehorse,,AU,4525
203.22.168.1,-33.7216,151.04399999999998,,Cherrybrook,NSW,AU,5285
203.22.184.1,-33.7761,151.02,,North Rocks,NSW,AU,15405
203.22.190.1,-27.5423,153.07399999999998,,Mount Gravatt,QLD,AU,9954
203.22.203.1,-42.8791,147.333,,Hobart,TAS,AU,15880
203.22.207.1,-33.8218,151.197,,St Leonards,,AU,3205
203.22.208.1,-33.8217,151.186,,Artarmon,NSW,AU,18668
203.22.215.1,-34.923,138.602,,Adelaide,SA,AU,8439
203.22.223.1,-37.8016,144.955,,North Melbourne,VIC,AU,10539
203.22.247.1,-27.4069,152.99200000000002,,Everton Park,,AU,7588
203.22.254.1,-33.8388,151.21,,North Sydney (2),,AU,15694
203.23.11.1,-37.8206,144.964,,Southbank,VIC,AU,15702
203.23.23.1,-37.8411,144.976,,Melbourne (4),,AU,11271
203.23.30.1,-37.9,145.35399999999998,,Belgrave,VIC,AU,1614
203.23.31.1,-37.8999,145.143,,Mount Waverley,VIC,AU,15664
203.23.37.1,-12.4266,130.882,,Winnellie,NT,AU,8241
203.23.39.1,-33.8847,151.238,,Woollahra,NSW,AU,14601
203.23.44.1,-33.9632,151.135,,Kogarah,NSW,AU,17526
203.23.53.1,-37.8294,140.78,,Mount Gambier,SA,AU,18240
203.23.58.1,-33.8284,151.202,,Crows Nest,NSW,AU,2665
203.23.68.1,-37.832,144.965,,South Melbourne,,AU,15098
203.23.75.1,-31.9065,115.828,,Osborne Park,,AU,3102
203.23.87.1,-27.4767,153.017,,South Brisbane,,AU,2840
203.23.96.1,-33.8706,151.205,,Sydney,NSW,AU,19031
203.23.101.1,-37.8113,145.17700000000002,,Nunawading,VIC,AU,18660
203.23.118.1,-17.0928,145.785,,Gordonvale,QLD,AU,1972
203.23.139.1,-34.9209,138.59799999999998,,Adelaide,SA,AU,19394
203.23.142.1,-38.0079,145.26,,Hallam,VIC,AU,2071
203.23.152.1,-32.2167,152.3167,2423.0,Coolongolook,NSW,AU,12392
203.23.168.1,-34.2063,142.136,,Mildura,VIC,AU,14757
203.23.176.1,-33.7801,151.125,,Macquarie Park (1),,AU,8053
203.23.181.1,-36.2145,144.6089,3564.0,Echuca,VIC,AU,7455
203.23.183.1,-33.8725,151.205,,Sydney,NSW,AU,12154
203.23.184.1,-35.1923,149.092,,Nicholls,ACT,AU,17450
203.23.190.1,-42.8656,147.282,,Lenah Valley,TAS,AU,3218
203.23.193.1,-35.021,138.523,,Brighton,SA,AU,6217
203.23.195.1,-33.744,151.142,,Pymble,NSW,AU,11524
203.23.233.1,-34.923,138.63299999999998,,Norwood,NSW,AU,3112
203.23.250.1,-33.8787,150.915,,Wakeley,NSW,AU,10910
203.24.17.1,-37.8598,145.131,,Mount Waverley,VIC,AU,12183
203.24.24.1,-35.3148,149.142,,Kingston,TAS,AU,12902
203.24.26.1,-37.8093,144.972,,Melbourne (5),,AU,1992
203.24.33.1,-33.8594,151.2286,1331.0,Garden Island,NSW,AU,1231
203.24.40.1,-27.6632,153.201,,Cornubia,,AU,10357
203.24.60.1,-33.7521,150.66,,Emu Plains,NSW,AU,2038
203.24.64.1,-34.9228,138.602,,Adelaide,SA,AU,4778
203.24.66.1,-33.7424,151.303,,Collaroy (4),,AU,14763
203.24.73.1,-37.8168,144.966,,Melbourne,VIC,AU,19497
203.24.93.1,-31.9471,115.869,,Perth,WA,AU,17660
203.24.94.1,-37.8056,145.034,,Kew,VIC,AU,11141
203.24.115.1,-26.3605,148.7068,4455.0,Roma,QLD,AU,7756
203.24.117.1,-38.3814,144.886,,Rosebud West,,AU,2328
203.24.118.1,-33.7681,151.029,,North Rocks,NSW,AU,17037
203.24.121.1,-33.7006,150.559,,Springwood,NSW,AU,17745
203.24.125.1,-37.8303,145.244,,Heathmont,VIC,AU,1969
203.24.127.1,-33.8724,151.21,,Sydney,NSW,AU,16896
203.24.138.1,-27.6111,153.124,,Springwood,NSW,AU,12132
203.24.151.1,-36.4167,146.75,3747.0,Stanley,VIC,AU,6802
203.24.158.1,-33.874,151.188,,Sydney,NSW,AU,11711
203.24.173.1,-37.8965,145.191,,Wheelers Hill,VIC,AU,14401
203.24.178.1,-38.1152,145.141,,Seaford,VIC,AU,18697
203.24.192.1,-37.8315,144.966,,Southbank,VIC,AU,4258
203.24.200.1,-34.9382,138.661,,Burnside,SA,AU,19063
203.24.201.1,-33.7757,151.16899999999998,,Lindfield,NSW,AU,2148
203.24.210.1,-33.7309,150.967,,Baulkham Hills,NSW,AU,6307
203.24.218.1,-26.4849,147.9742,4465.0,Mitchell,QLD,AU,16803
203.24.222.1,-34.8,139.2,5237.0,Bonython,SA,AU,10524
203.24.224.1,-37.8361,144.975,,Melbourne,VIC,AU,14551
203.25.22.1,-35.0224,138.56799999999998,,Bedford Park,SA,AU,11027
203.25.23.1,-27.6608,153.04,,Browns Plains,QLD,AU,9813
203.25.107.1,-19.295,146.787,,Mundingburra,QLD,AU,4668
203.25.109.1,-33.8773,151.208,,Sydney,NSW,AU,13768
203.25.110.1,-33.7958,151.178,,Chatswood (267),,AU,19841
203.25.124.1,-37.922,145.036,,Bentleigh,VIC,AU,14183
203.25.132.1,-28.0279,153.43200000000002,,Broadbeach,QLD,AU,7098
203.25.140.1,-21.1771,149.145,,Ooralea,QLD,AU,9522
203.25.143.1,-37.7879,144.976,,Carlton North,VIC,AU,7699
203.25.160.1,-32.053000000000004,115.889,,Willetton,WA,AU,6859
203.25.165.1,-27.4658,153.031,,Brisbane (4),,AU,17445
203.25.168.1,-37.8449,145.077,,Camberwell,VIC,AU,3982
203.25.173.1,-33.895,151.191,,Eveleigh,NSW,AU,2203
203.25.177.1,-38.1722,146.268,,Yallourn,VIC,AU,7005
203.25.178.1,-27.4985,153.045,,Stones Corner,,AU,11364
203.25.188.1,-20.2685,148.726,,Airlie Beach (Shute Harbour Road),,AU,10439
203.25.193.1,-33.7791,151.122,,Macquarie Park,NSW,AU,4181
203.25.224.1,-33.9812,151.075,,Oatley,NSW,AU,11811
203.25.225.1,-33.796,151.188,,Chatswood (33),,AU,19542
203.25.241.1,-38.113,144.346,,North Geelong (4),,AU,17888
203.25.244.1,-37.8802,145.246,,Wantirna South,VIC,AU,15658
203.26.7.1,-41.4652,147.15,,Kings Meadows,,AU,17254
203.26.23.1,-27.6303,153.1578,4127.0,Daisy Hill,QLD,AU,6027
203.26.41.1,-33.8151,151.003,,Parramatta,,AU,9025
203.26.69.1,-37.9513,145.154,,Springvale,VIC,AU,14668
203.26.79.1,-31.9218,115.885,,Inglewood,SA,AU,7679
203.26.81.1,-37.918,145.036,,Bentleigh,VIC,AU,8801
203.26.89.1,-33.7742,150.697,,South Penrith,,AU,18265
203.26.93.1,-34.9228,138.599,,Adelaide (13),,AU,12697
203.26.188.1,-16.9203,145.77100000000002,,Cairns,QLD,AU,10238
203.26.205.1,-37.8601,144.983,,St Kilda,VIC,AU,11980
203.26.208.1,-33.8081,151.19299999999998,,Sydney,NSW,AU,1722
203.26.211.1,-34.013000000000005,151.108,,Sydney,NSW,AU,8746
203.26.213.1,-41.4375,147.136,,Launceston,TAS,AU,19812
203.26.215.1,-27.4181,153.013,,Stafford,QLD,AU,12703
203.26.221.1,-37.822,145.028,,Hawthorn,VIC,AU,2890
203.26.226.1,-33.9031,151.21200000000002,,Waterloo (NSW Nurses and Midwives\' Association),,AU,1392
203.26.233.1,-38.3839,142.49200000000002,,Warrnambool,VIC,AU,7885
203.26.242.1,-37.8725,145.128,,Mount Waverley,VIC,AU,12088
203.27.12.1,-36.3,142.05,3414.0,Dimboola,VIC,AU,14013
203.27.26.1,-27.4729,153.02700000000002,,Brisbane,QLD,AU,11590
203.27.27.1,-34.0159,151.09,,Sylvania,NSW,AU,14094
203.27.31.1,-42.8743,147.31799999999998,,North Hobart,,AU,9306
203.27.50.1,-27.3768,153.049,,Geebung,QLD,AU,11519
203.27.51.1,-26.5208,153.088,,Coolum Beach,QLD,AU,6839
203.27.57.1,-35.118,138.529,,Morphett Vale,SA,AU,16430
203.27.68.1,-28.0792,153.412,,Varsity Lakes,QLD,AU,9576
203.27.70.1,-33.801,151.131,,North Ryde,,AU,18567
203.27.78.1,-37.7671,144.96200000000002,,Brunswick,VIC,AU,8171
203.27.82.1,-33.8111,151.145,,Lane Cove West,,AU,2655
203.27.92.1,-33.8703,151.207,,Sydney (683),,AU,16462
203.27.95.1,-31.9137,115.819,,Osborne Park (3),,AU,10641
203.27.106.1,-27.8606,153.377,,Hope Island,QLD,AU,9309
203.27.111.1,-34.0426,150.727,,Narellan,NSW,AU,19761
203.27.114.1,-35.1396,138.659,,Kangarilla,SA,AU,17618
203.27.118.1,-28.7223,153.52200000000002,,Newrybar,NSW,AU,15313
203.27.201.1,-27.4582,153.032,,Fortitude Valley,QLD,AU,19221
203.27.205.1,-33.7744,150.637,,Lapstone,NSW,AU,18901
203.27.216.1,-27.4034,153.06,,Nundah,QLD,AU,3764
203.27.223.1,-33.7535,151.286,,Dee Why,NSW,AU,4468
203.27.225.1,-34.8913,138.636,,Marden,SA,AU,8862
203.27.228.1,-33.8338,151.185,,Greenwich,NSW,AU,13389
203.27.244.1,-27.6207,152.933,,Carole Park,QLD,AU,4244
203.27.248.1,-27.4588,153.036,,Fortitude Valley,QLD,AU,7745
203.28.17.1,-27.4461,152.985,,Ashgrove,QLD,AU,8321
203.28.18.1,-27.4954,153.012,,Saint Lucia,QLD,AU,18112
203.28.19.1,-37.8321,144.965,,South Melbourne (2),,AU,8829
203.28.22.1,-37.8321,144.958,,South Melbourne,,AU,8539
203.28.31.1,-37.8184,144.957,,Melbourne,VIC,AU,9718
203.28.37.1,-31.9415,115.841,,West Leederville,,AU,13305
203.28.38.1,-37.7994,144.984,,Fitzroy,VIC,AU,4665
203.28.45.1,-31.8912,115.929,,Morley,WA,AU,8542
203.28.78.1,-36.45,146.3667,3678.0,Oxley,VIC,AU,13325
203.28.90.1,-37.792,145.011,,Fairfield,VIC,AU,16203
203.28.121.1,-37.8133,144.971,,Melbourne,VIC,AU,7726
203.28.130.1,-33.8179,151.191,,St Leonards (39),,AU,3589
203.28.139.1,-33.8934,151.184,,Newtown,NSW,AU,9079
203.28.147.1,-37.8071,144.953,,West Melbourne,,AU,16539
203.28.155.1,-37.8152,144.964,,Melbourne,VIC,AU,3400
203.28.160.1,-33.7413,151.034,,West Pennant Hills,,AU,4724
203.28.171.1,-33.8373,151.196,,Waverton,NSW,AU,16995
